,link,title,text
43,https://www.rbc.ru/politics/14/07/2016/57873db19a794757a1f431fc,СМИ узнали подробности плана по военной координации России и США в Сирии,"

В распоряжении The Washington Post оказался текст предложения Белого дома по существенному расширению координации России и США в Сирии. Его, по данным газеты, госсекретарь Джон Керри предложит российскому руководству






                Российские ударные вертолеты Ми-24 на аэродроме Хмеймим в Сирии, 2015 год



                                    
                                                    (Фото: ТАСС)
                                            


Журналист The Washington Post Джош Рогин рассказал подробности плана, который, по его данным, госсекретарь США Джон Керри предложит российским чиновникам на запланированной на 14 июля встрече. В распоряжении журналиста оказался американский план по расширению военной координации России и США в Сирии. Его текст был опубликован газетой отдельно.
Согласно документу, план Белого дома предполагает создание так называемой Объединенной группы по реализации (Joint Implementation Group — JIG). Она может быть размещена в Иордании, вблизи Аммана. Группа будет обеспечивать «расширенную координацию» США и России, которая будет выходить за рамки «установленной процедуры по безопасности полетов». Это сотрудничество будет направлено на борьбу с «Исламским государством» и «Джабхат ан-Нусрой» (обе организации запрещены в России).
Предполагается, что стороны на базе JIG создадут единый координационный центр, через который они должны будут обмениваться данными разведки и оперативной информацией. Обе страны при этом сохранят и отдельные штабы. В состав группы будут входить специалисты в области разведки, наведения и воздушных операций. Точное количество необходимого персонала в документе не указано.



«Координация должна начаться с обмена информацией по «Джабхат ан-Нусре» и ИГИЛ. Если власти стран сочтут, что проведение совместных операций против этих группировок находится в интересах обоих государств, то они должны начать координацию процедур по разрешению таких операций», — отмечается в документе.
В документе предусмотрено создание карты, на которой будет указано, где именно располагаются боевики «Джабхат ан-Нусры». Если план будет одобрен, то такая карта должна появиться в пятидневный срок. "
44,https://www.rbc.ru/politics/13/07/2016/57866c739a7947d9c8168edc,Германия пересмотрела отношение к России в новой военной доктрине,"

В Германии впервые с 2006 года представлена новая оборонная доктрина. В ней говорится, что Россия в обозримом будущем будет представлять вызов для безопасности Европы, если не изменит свою политику







                                                    Фото: Reuters/Pixstream
                                            


Немецкое правительство утвердило в среду новую оборонную доктрину, которая не пересматривалась с 2006 года, когда Россия была партнером, в Сирии и Ливии не было гражданской войны, не существовало «Исламского государства» (террористической организации, запрещенной в России), конфликта на Украине и миграционного кризиса, пишет Deutsche Welle.
В документе отмечается, что «без фундаментального изменения политического курса Россия в обозримом будущем будет представлять вызов для безопасности нашего континента», сообщает Die Zeit. В доктрине прописано, что в долгосрочном периоде НАТО будет стремиться к стратегическому партнерству с Москвой. Пока что в отношении России правительство Германии собирается придерживаться двойственного подхода, который «заключается в надежном сдерживании и обороне и готовности вести диалог».
Десять лет назад в Берлине рассматривали Россию как близкого партнера, напоминает Die Zeit. Теперь в документе говорится, что обстановка в сфере безопасности «стала более сложной, переменчивой, динамичной и таким образом все более непредсказуемой», передает Reuters. Долгосрочные последствия для безопасности Европы и, следовательно, Германии вызваны тем, что Россия «открыто ставит под сомнение существующий порядок в Европе», отмечается в доктрине. При этом в документе допускается сотрудничество с Москвой по вопросам, представляющим взаимный интерес.
«Белую книгу», в которой изложена обновленная германская стратегия в области безопасности, представила министр обороны Урсула фон дер Ляйен. Она подчеркнула, что Германия и Франция хотят теснее сотрудничать в европейской оборонной сфере после выхода из Евросоюза Великобритании, которая в прошлом «парализовала» подобные инициативы. По ее словам, Берлин и Париж проведут переговоры с другими членами ЕС, чтобы оценить их готовность к совместным проектам с долгосрочной целью создания единого оборонного союза.
В доктрине подчеркивается, что «Германию все больше рассматривают как ключевого игрока в Европе», отмечает Deutsche Welle. В документе в связи с этим говорится, что Берлин готов «принять ответственность» и активно участвовать в формировании мирового порядка.
"
45,https://www.rbc.ru/politics/13/07/2016/57860be59a79473a25dbeb86,Кремль отказался назвать удары Ту-22М3 акцией возмездия за пилотов Ми-25,"

В Кремле отказались подтвердить, что удары нескольких вылетевших из России дальних бомбардировщиков Ту-22М3 стали местью за гибель российских вертолетчиков. По словам Дмитрия Пескова, это часть операции ВКС России в Сирии






                Дальний бомбардировщик Ту-22М3 во время боевого вылета по позициям боевиков запрещенного в России «Исламского государства» на территории Сирии, 25 января 2016 года

                                    
                                                    (Фото: Управление пресс-службы и информации Минобороны РФ/ТАСС)
                                            


Пресс-секретарь президента России Дмитрий Песков прокомментировал версию причин авиаудара дальних бомбардировщиков Ту-22М3 по боевикам в Сирии, согласно которой это было операцией возмездия за гибель российских пилотов вертолета Ми-25.
«Продолжается операция ВКС России. Это все осуществляется в рамках продолжающейся операции ВКС России», — сказал Песков, отвечая на вопрос, была ли это акция возмездия, передает «РИА Новости».
Накануне Минобороны официально сообщило о том, что шесть дальних бомбардировщиков Ту-22М3 нанесли удары по позициям «Исламского государства» (запрещенная в России террористическая организация)  восточнее Пальмиры, Эс-Сухне и Арака. Бомбардировщики уничтожили «крупный полевой лагерь боевиков», три склада боеприпасов и вооружения, три танка, четыре БМП, восемь автомобилей, оборудованных крупнокалиберными пулеметами, «а также большое количество живой силы противника», говорили в ведомстве.



Глава комитета Госдумы по обороне адмирал Владимир Комоедов в разговоре с «Интерфаксом» высказывал мнение, что удары дальних бомбардировщиков могли стать местью за гибель российских вертолетчиков Ряфагатя Хабибуллина и Евгения Долгина.





Фотогалерея  



                                        Испытано войной: новейшее оружие России в Сирии
                                    







 "
46,https://www.rbc.ru/politics/11/07/2016/578388fb9a7947e3ed6431d4,Рамазан Абдулатипов – РБК: «У нас одна партия — Дагестан»,"

Глава Дагестана в интервью РБК рассказывает о национальных особенностях подготовки к выборам, об актуальных методах профилактики терроризма, борьбы с безработицей и взаимодействия с крупным бизнесом






                Глава Дагестана ​Рамазан Абдулатипов



                                    
                                                    (Фото: Владислав Шатило / РБК)
                                            


«Даю указание не впадать в фанатизм»
— Довольны ли вы результатами прошедших праймериз «Единой России»? 
— Очень тщательно подбирались люди, которые шли на праймериз. Это достаточно известные люди, депутаты нескольких созывов, а те, кто был новыми для Госдумы, не являются новыми для региона. Они тоже прошли разные должности, разные этапы политического развития. Поэтому результаты были прогнозируемыми. По выборам надо работать также, чтобы можно было прогнозировать результат.



— Местные СМИ писали, что накануне праймериз в Сеть попали фотографии с расписанными результатами праймериз. Вы провели расследование? Что это было? 
— В современных условиях очень много «творческих людей». А опубликованные данные с той фотографии не совпали с результатами праймериз. Значит, это была очередная фальшивка. "
47,https://www.rbc.ru/politics/10/07/2016/57825dea9a79470b00426070,Ответ «агрессору»: какие меры по сдерживанию России примут члены НАТО,"

В Варшаве завершился двухдневный саммит глав государств НАТО. Лидеры 28 стран приняли пакет документов по поддержке Украины и усилению обороны на фоне растущих, на их взгляд, угроз, в том числе со стороны России






                Генеральный секретарь НАТО Йенс Столтенберг на саммите глав государств и правительств стран — участников НАТО

                                    
                                                    (Фото: Krystian Dobuszynski/TASS)
                                            


Важнейший за 20 лет
Саммит НАТО, прошедший 8–9 июля в Варшаве, западные СМИ называли важнейшим для стран — участников организации за последние 20 лет. Как неоднократно говорил генеральный секретарь НАТО Йенс Столтенберг, в последние годы масштаб угроз, с которыми сталкивается НАТО, существенно вырос.
По итогам двухдневного саммита было принято коммюнике о трансатлантической безопасности. В нем говорится о растущей агрессивности России по отношению к странам-соседям, нестабильности на Ближнем Востоке и в Северной Африке и связанном с этим миграционном кризисе, эскалации террора со стороны боевиков «Исламского государства» (запрещенная в России организация) и проникновении их на территории стран НАТО, проблемах в сфере информационной безопасности, кибертерроризме и других проблемах. Как ранее говорил Столтенберг, все эти проблемы вынудили альянс пересмотреть свою военную политику и как следствие разработать пакет мер по адаптации к этим угрозам.
В коммюнике отмечается, что страны НАТО согласовали позицию по России, в основе которой лежат «оборона и диалог»; договорились усилить позиции НАТО в черноморском регионе, где Россия наращивает свое присутствие; приняли пакет мер в поддержку Украины; договорились использовать самолеты с системой дальнего радиолокационного обнаружения AWACS в антитеррористических операциях без захода на территорию Сирии и Ирака, проводить обучение солдат иракской армии, продлить небоевую миссию в Афганистане, усилить защиту своих информационных сетей и принять прочие меры по усилению коллективной обороны перед лицом угроз в зоне влияния НАТО и за ее пределами.



Участники саммита также договорились объявить о начальном уровне оперативной готовности своей системы ПРО в Девеселу (Румыния). Как говорится в коммюнике, комплекс призван защитить от потенциальных ракетных ударов население, территорию и силы во всей южноевропейской части НАТО. Там же отмечается, что НАТО готово адаптировать свою программу противоракетной обороны в случае снижения угрозы распространения баллистических ракет. Блок останется ядерным до тех пор, пока существует ядерное оружие, но будет создавать условия для сокращения ядерных арсеналов.
Сдерживание и диалог
Тема взаимоотношений между Россией и НАТО была одной из ключевых в повестке саммита. Как говорил генсек альянса Йенс Столтенберг на встрече Совета НАТО в Брюсселе в июне, НАТО и, в частности, граничащие с Россией страны — Литва, Латвия, Эстония и Польша обеспокоены действиями России в Крыму и на Украине. Еще в декабре прошлого года в ходе совещания министров иностранных дел стран НАТО глава латвийского МИДа Эдгарс Ринкевичс заявил, что Латвия, Литва, Эстония и Польша выступают за разработку к июльскому саммиту НАТО механизма длительного, расширенного и существенного присутствия союзников по альянсу, способного «сдержать любой вид агрессивных действий» со стороны России [данные «Интерфакса»]. "
48,https://www.rbc.ru/politics/08/07/2016/577e6b939a79471909a0440d,Ответ НАТО: как альянс собирается адаптироваться к российским угрозам,"

Саммит НАТО в Варшаве заранее назвали важнейшим за последние 20 лет. Главным вопросом в повестке стоит ответ альянса на наступательную политику России






Саммит НАТО в Варшаве, который пройдет 8–9 июля, западные СМИ заранее назвали «важнейшей встречей глав альянса за целое поколение». Встреча станет «переломной» в истории альянса, важнейшей за последние 20 лет, заявил CNN накануне саммита постоянный представитель США в НАТО Дуглас Льют.
Альянсу пришлось пересмотреть свою военную политику, чтобы адаптироваться к существенно возросшему масштабу угроз, заявил секретарь НАТО Йенс Столтенберг на пресс-конференции накануне саммита. «Мы живем в более опасном мире, где есть террористическая угроза, кризис, особенно к востоку от территорий стран альянса — в Ираке, Сирии, Северной Африке. Кроме того, надо иметь в виду Россию, политика которой стала более наступательной: с 2000 года страна утроила свои расходы на оборону. НАТО должна отвечать. Когда мир меняется, мы тоже должны меняться», — заявил он.
Отношения между Россией и НАТО станут одним из ключевых вопросов повестки саммита. По его итогам главы государств должны формально принять решение о размещении дополнительных батальонов НАТО в странах Балтии и в Польше. Другой важный вопрос, который не был официально включен в повестку саммита, но, скорее всего, будет обсуждаться, — это решение Великобритании покинуть ЕС.



НАТО против России
Североатлантический блок рассматривает Россию как одну из главных угроз международной безопасности и считает «российскую агрессию» одной из самых «непредсказуемых опасностей», поскольку в нарушение международных договоренностей и обязательств Россия, по мнению участников НАТО, «готова применить силу для изменения границ». В ответ на ее «агрессивную политику» альянс решил усилить военное присутствие в Восточной Европе, в районе российских границ. Связанные с этим конкретные меры были рассмотрены и утверждены на встречах Совета НАТО на уровне министров иностранных дел и министров обороны в мае и июне (закрепление их в Варшаве — формальная процедура). Параллельно НАТО и Россия проводили в проблемном районе широкомасштабные учения, в том числе внезапные, а Россия увеличила свое присутствие на западном оперативном направлении.
В Литву, Латвию, Эстонию и Польшу будет направлено по одному многонациональному батальону повышенной готовности. Каждый батальон будет насчитывать 800–1000 человек — в общей сложности до 3,2–4 тыс. человек. Батальоны будут размещены на временной основе, по принципу ротации (раз в шесть-девять месяцев). Высокопоставленный чиновник альянса на встрече министров обороны стран — участниц НАТО в феврале говорил, что батальоны могут быть переброшены уже в начале 2017 года. "
49,https://www.rbc.ru/society/04/07/2016/577a58839a7947fd14ecb6a4,В Минобороны рассказали о выстроившихся после Сирии очередях за Су-34,"

Успешное использование истребителей-бомбардировщиков во время операции в Сирии увеличило спрос со стороны зарубежных покупателей, заявил замминистра обороны Юрий Борисов






                Самолет Су-34 (на первом плане) на аэродроме Бельбек на открытии 3-го Всероссийского этапа конкурса летного мастерства «Авиадартс-2016»



                                    
                                                    (Фото: Виталий Белоусов/РИА Новости)
                                            


Истребители-бомбардировщики Су-34 настолько хорошо показали себя во время военной операции в Сирии (в боевых действиях против боевиков приняли участие шесть таких самолетов Воздушно-космических сил России, ВКС), что иностранные заказчики уже выстраиваются за ними в очередь, заявил побывавший сегодня на выпускающем «сушки» новосибирском авиазаводе (НАПО) замглавы Минобороны Юрий Борисов.
«Самолет очень востребован в наших Вооруженных силах, и у него хорошее будущее», — заявил Борисов, слова которого приводит пресс-служба министерства обороны.
Замминистра также отметил, что в будущем планируется провести модернизацию Су-34, в частности «увеличить количество авиационных средств поражения». «По плану Новосибирский авиазавод должен поставлять нам по 14 самолетов Су-34, но уже третий год идет с перевыполнением по две машины в год. По всей видимости, контракт, который заключен у нас до 2020 года, будет завершен досрочно», — отметил Борисов.



В ходе военных действий в Сирии Су-34 наносили удары по укрепленным пунктам, базам, пунктам управления, нефтезаводам и другим объектам инфраструктуры боевиков «Исламского государства» (организация запрещена на территории России) и других террористических группировок.
Выступая весной 2016 года на Съезде авиастроителей России, Борисов отмечал высокое качество и надежность используемых в Сирии боевых машин. «Прекрасно зарекомендовали себя совершенно новые модели Су-30, Су-34, Су-35, которые по своим летно-техническим характеристикам не уступают, а во многом превосходят зарубежные аналоги», — сказал тогда замминистра. "
50,https://www.rbc.ru/politics/02/07/2016/577793ca9a794718874b268d,CМИ узнали о планах задействовать в Сирии крейсер «Адмирал Кузнецов» ,"

Согласно плану Генштаба, в нанесении ударов по позициям боевиков в Сирии с октября этого года по январь 2017-го будет участвовать палубная авиация с крейсера «Адмирал Кузнецов» из Средиземного моря, сообщил источник ТАСС






                Тяжелый авианесущий крейсер «Адмирал Кузнецов»



                                    
                                                    (Фото: Семен Майстерман/ТАСС)
                                            


По словам военно-дипломатического источника ТАСС, в российской операции в Сирии с октября 2016 года по январь 2017 года будет задействован крейсер «Адмирал Кузнецов». Палубная авиация с крейсера, который расположится у берегов Сирии, будет наносить удары по позициям боевиков.
«План участия палубных летчиков смешанного авиакрыла в нанесении ударов по террористическим группировкам в Сирийской Арабской Республике Генштабом подготовлен, он имеет целью дать экипажам практику выполнения боевых вылетов с палубы авианосца для поражения наземных целей», — сказал собеседник ТАСС.
По его словам, летчики авиационной группировки на базе Хмеймим в Сирии и палубная авиация будут работать «в самом тесном взаимодействии между собой». «Адмирал Кузнецов», который возглавит постоянную группировку ВМФ России в Средиземном море, будет находиться у берегов Сирии, «чтобы палубным истребителям хватило топлива для выполнения боевых задач и возвращения на палубу корабля», добавил ТАСС.
На борту крейсера будут находиться «порядка 15 истребителей Су-33 и МиГ-29К/КУБ и более десяти вертолетов Ка-52К, Ка-27, Ка-31». В конце января — начале февраля авианосец вернется в Россию.
 






 











Крейсер «Адмирал Кузнецов» примет участие в операции против террористов

                                                    (Видео: Телеканал РБК)
                                            


"
51,https://www.rbc.ru/society/29/06/2016/5773562f9a794769fd36c6b1,Атака в Турции: что известно о нападении на аэропорт в Стамбуле,"

В атаке на стамбульский аэропорт Ататюрк приняли участие трое террористов-смертников. Жертвами стали более 40 человек, свыше 200 получили ранения. Ответственность за теракт пока никто на себя не взял






                Аэропорт Ататюрк, Стамбул

                                    
                                                    (Фото: Emrah Gurel/AP)
                                            


Что произошло
Вечером 28 июня 2016 года три террориста-смертника организовали атаку на аэропорт имени Ататюрка в Стамбуле, крупнейший аэропорт Турции. Как сообщило утром 29 июня агентство Bloomberg со ссылкой на пресс-службу губернатора Стамбула Васипа Шахина, жертвами нападения, которое началось в 21:50 по местному времени (совпадает с мск), стали по меньшей мере 40 человек (среди них 13 иностранцев), пострадали более двухсот. По уточненным данным, в результате теракта погиб 41 человек, 239 получили ранения.
Один из нападавших сначала открыл стрельбу из автомата Калашникова на входе в аэропорт, после чего взорвал себя, сообщил министр юстиции Турции Бекир Боздаг, передает турецкое интернет-издание Hurriyet.
Все трое террористов находились около пунктов досмотра на входе в зону прилета пассажиров, пишет Bloomberg со ссылкой на губернатора Стамбула Васипа Шахина. Никто из нападавших не прошел через охрану, утверждает один из турецких чиновников, попросивший об анонимности. По его данным, двое террористов взорвали себя на входе в зону прилета, третий — недалеко от парковки аэропорта.



Неназванный турецкий чиновник рассказал AP, что двое нападавших подорвались у входа в терминал прилета, после того как по ним открыли стрельбу полицейские. Reuters сообщает, что сотрудники полиции применили оружие, чтобы нейтрализовать двух нападавших, до того как они приблизились к рентгеновскому сканеру у поста контроля безопасности, но те успели привести в действие взрывные устройства.





Фотогалерея  



                                        Теракт в аэропорту Стамбула
                                    







 "
52,https://www.rbc.ru/opinions/politics/28/06/2016/57725b749a7947ffdc9bbef8,Сирийская война: почему не стоит рассчитывать на новые переговоры,"

Участники переговоров в Женеве смогли договориться о хрупком перемирии, но для обсуждения вопросов послевоенного устройства страны по-прежнему нет общего языка

За последние два месяца процесс сирийского урегулирования явно зашел в тупик. После скандального завершения апрельской встречи в Женеве, когда из переговоров вышла влиятельная «эр-риядская» группа оппозиции, ни России, и США, ни — шире — Международной группе поддержки Сирии (МГПС) так и не удалось вернуть стороны за стол переговоров. И хотя представители Высшего комитета по переговорам в начале июня объявили, что готовы вернуться в Женеву по окончании священного месяца Рамадан (5 июля), вопрос остается открытым. Да и в дискуссиях Москвы и Вашингтона по сирийскому вопросу эмоции и взаимные упреки вновь взяли верх над конструктивным диалогом, свойственным самому концу 2015 — началу 2016 года.
Первые успехи
Происходящее вряд ли можно списать на несговорчивость или демарш с той или иной стороны, будь то Кремль, Белый дом, баасистский режим или представители умеренной/неумеренной оппозиции. Похоже, что стороны подошли к очередной развилке, когда требуется выработка новых правил игры. Еще в ноябре 2015 года на встрече в Вене представители МГПС приняли своего рода «дорожную карту» урегулирования сирийского конфликта, основные положения которой легли в основу резолюции Совета Безопасности ООН 2254, принятой 18 декабря 2015 года и отводящей полтора года на урегулирование ситуации в стране.
Членам МГПС надо отдать должное: к апрельской «Женеве» они сделали все от них зависящее, чтобы заставить все стороны начать выполнять достигнутые договоренности. Во-первых, с начала этого года мы стали свидетелями переговоров между сирийским правительством и всеми противоборствующими группировками. Причем удалось достичь широкого участия оппозиции, включая представителей «Ахрар аш-Шам» и «Джейш ал-Ислам», а также некоторых делегатов от курдов. Во-вторых, волевым решением Москвы и Вашингтона с конца февраля начал действовать режим прекращения огня, и хотя сразу начали поступать сообщения о его нарушении со всех сторон, накал страстей непосредственно «на земле» заметно снизился. Наконец, и Россия, и Соединенные Штаты впервые за пять лет сирийского конфликта научились действовать сообща и продемонстрировали способности к компромиссам.



Проблема Асада
Однако роль первой скрипки должна была рано или поздно перейти от международных посредников к самим сирийцам, что и предопределило очередную паузу в переговорах. Сейчас наиболее актуальными вопросами становятся уже не организация регулярных встреч противоборствующих сторон и поддержка режима тишины, а создание в Сирии, как говорит резолюция ООН, «надежной, инклюзивной и неконфессиональной системы управления», а также выработка новой конституции страны.
Это уже совсем иная категория вопросов, и здесь у участников переговорного процесса согласия нет и в помине. Вопрос о будущем государственном устройстве и форме правления до сих пор остается открытым, а это мешает составлению нового основного закона Сирии. Все дискуссии о создании переходного органа власти в итоге сводятся к проблеме ухода Башара Асада, а прогресса на этом направлении нет с начала гражданской войны в 2011 году. "
53,https://www.rbc.ru/opinions/politics/23/06/2016/576bbf8f9a79472a3da6725f,В обход правил: нужна ли России частная армия?,"

В развитых странах частные военные компании (ЧВК)  позволяют участвовать в войнах, обходя существующие конституционные ограничения. Российским властям для этих целей частные структуры пока не нужны

Военные действия на востоке Украины в сочетании с сообщениями об участии российских добровольцев в боевых действиях в Сирии привели к активизации дискуссии о перспективах российских частных военных компаний и разговорам о появлении в России «частных армий».
Лоббисты ЧВК
Сам термин «частная армия» подразумевает полноценное ведение боевых действий. Но даже сторонники создания российских частных военных компаний, регулируемых отдельным законом (не подпадающих под закон о частной охранной деятельности), в своих законопроектах не предполагают ничего подобного. В последнем из законопроектов о частной военно-охранной деятельности, внесенном в Госдуму депутатом Геннадием Носовко, даются следующие определения военных работ и услуг: «обучение личного состава вооруженных сил, полиции и иных сил безопасности государства территориальной юрисдикции»; «обслуживание и ремонт боевой техники и вооружения»; «услуги военного консалтинга»; «обеспечение поставок военного обмундирования и снаряжения» и т.п.
Кроме того, предполагается, что перспективные ЧВК будут оказывать и охранные услуги (защита объектов и физлиц, сопровождение колонн и судов и т.п.). Потребность в частной охране российских объектов, предприятий и граждан, работающих в нестабильных странах со слабым госаппаратом и неэффективными полицейскими структурами, вполне очевидна. Подобные охранные структуры создают и страны Запада, и крупные развивающиеся страны, например Китай. И уже на протяжении многих лет подобные услуги оказываются рядом российских частных охранных предприятий, работающих в нестабильных районах мира, таких как Ирак, Шри-Ланка, ряд стран Африки. Для регулирования такой работы вполне хватает действующего законодательства.



Нынешний всплеск интереса к данной теме тесно связан с постоянным обсуждением в прессе другого явления — «гибридной войны», якобы новой формы ведения боевых действий, практикуемой Россией на востоке Украины и в Сирии. Сама идея создания русских ЧВК, регулируемых специальным законом, пользуется поддержкой ряда крупных российских политиков и чиновников, начиная с вице-премьера Дмитрия Рогозина.
Владимир Путин, пребывая в должности премьера в 2012 году и выступая в Государственной думе, отметил, что ЧВК «являются инструментом реализации национальных интересов без прямого участия государства», а потому вопрос об их создании стоило бы изучить. "
