"number","date","name","form","address","types_of_service","inn","ogrn","status","date_of_changes","basis_for_entry","date_of_exclusion","basis_for_exception"
"1228","10.02.2011","Общество с ограниченной ответственностью \"Независимая аналитическая лаборатория","Общество с ограниченной ответственностью","630099, Новосибирск, ул. Ядринцевская, 68/1","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек; Проведение аттестации рабочих мест по условиям труда","2227024507","1022200565672","Действующая организация","","","",""
"1212","11.02.2011","Общество с ограниченной ответственностью \"Уралтехносервис","Общество с ограниченной ответственностью","624350, Качканар, микрорайон 8,д.19","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек; Проведение аттестации рабочих мест по условиям труда","6615006400","1026601126562","Действующая организация","","","",""
"1222","11.02.2011","Общество с ограниченной ответственностью Межрегиональный Центр \"Защита плюс","Общество с ограниченной ответственностью","350020, Краснодар, ул.Коммунаров, 268, оф.45а","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек; Проведение аттестации рабочих мест по условиям труда","2310133413","1082310016997","Действующая организация","","","",""
"1205","11.02.2011","Общество с ограниченной ответственностью \"Учебно-методический центр охраны труда","Общество с ограниченной ответственностью","460000, Оренбургская область, Оренбург, Ленинская, 53, 1","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек; Проведение аттестации рабочих мест по условиям труда","5609049354","1065609011368","Действующая организация","","","",""
"1230","11.02.2011","Общество с ограниченной ответственностью \"Безопасность труда и жизни","Общество с ограниченной ответственностью","428013, Чебоксары, ул.Калинина.66","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек; Проведение аттестации рабочих мест по условиям труда","2130049716","1082130016726","Действующая организация","","","",""
"1229","14.02.2011","Общество с ограниченной ответственностью \"Виктория - Екатеринбург","Общество с ограниченной ответственностью","620075, Екатеринбург, ул.Бажова,79, оф.410","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","6660092256","1026604961855","Действующая организация","","","",""
"1190","01.02.2011","Общество с ограниченной ответственностью \"ВАРМ","Общество с ограниченной ответственностью","607060, Нижегородская область, Выкса, Островского, 60, 4","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек; Проведение аттестации рабочих мест по условиям труда","5247048283","1085247000893","Действующая организация","","","",""
"1214","14.02.2011","Общество с ограниченной ответственностью \"Безопасность труда и жизни","Общество с ограниченной ответственностью","424002, Йошкар-Ола, Ленинский простпект, 38","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек; Проведение аттестации рабочих мест по условиям труда","2127331021","1042127009858","Действующая организация","","","",""
"1191","14.02.2011","Общество с ограниченной ответственностью \"Сибирский Институт Охраны Труда и Экологии","Общество с ограниченной ответственностью","670013, Улан-Удэ, ул. Ключевская, 144А","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек; Проведение аттестации рабочих мест по условиям труда","323338252","1070326009852","Действующая организация","","","",""
"1270","14.02.2011","Профессиональное образовательное учреждение \"Северодвинский колледж управления и информационных технологий","Государственное бюджетное учреждение","164500, Северодвинск, ул.Комсомольская, 34","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек; Обучение работодателей и работников вопросам охраны труда","2902043905","1022900834989","Действующая организация","","","",""
"1255","21.02.2011","Общество с ограниченной ответственностью \"Эксперт-Сервис","Общество с ограниченной ответственностью","352430, Курганинск, ул. Набережная, 355","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек; Проведение аттестации рабочих мест по условиям труда","2339016600","1072339000150","Действующая организация","","","",""
"1248","21.02.2011","Закрытое акционерное общество \"Учебно-консультационный центр \"Охрана труда","Закрытое акционерное общество","614016, Пермь, ул. Глеба Успенского,12","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","5904117570","1045900363519","Действующая организация","","","",""
"1254","21.02.2011","Государственное образовательное учреждение высшего профессионального образования \"Сибирский государственный университет путей сообщения","ВПО Государственное образовательное учреждение высшего профессионального образоваия","630049, Новосибирск, ул. Дуси Ковальчук, д. 191","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","5402113155","1025401011680","Действующая организация","","","",""
"1300","24.02.2011","Общество с ограниченной ответственностью \"Экспертное бюро по охране труда","Общество с ограниченной ответственностью","350911, Краснодарский край, Пашковский,  Садовая, 6\\2,","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек; Проведение аттестации рабочих мест по условиям труда","2312171446","1102312004475","Действующая организация","","","",""
"1264","11.02.2011","Общество с ограниченной ответственностью \"Формула-М","Общество с ограниченной ответственностью","119002, Мытищи, 141014, МОг. Мытищи, ул.3-я Крестьянская, 19","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек; Проведение аттестации рабочих мест по условиям труда","7705733465","1067746635934","Действующая организация","","","",""
"1279","02.03.2011","Общество с ограниченной ответственностью \"Проф-Эксперт","Общество с ограниченной ответственностью","300012, Тула, ул. Н.Руднева, д.28А","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек; Проведение аттестации рабочих мест по условиям труда","5075370738","1095075002043","Действующая организация","","","",""
"1294","03.03.2011","Федеральное государственное бюджетное образовательное учреждение высшего профессионального образования \"Омский государственный технический университет","ВПО Государственное образовательное учреждение высшего профессионального образоваия","644050, Омск, проспект Мира, 11","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек; Обучение работодателей и работников вопросам охраны труда","5502013556","1025500531550","Действующая организация","","","",""
"1310","24.02.2011","Автономная Некоммерческая Организация \"Центр охраны труда г. Калуга","Автономная некоммерческая организация","248000, Калужская область, Калуга, Пушкина, 9,","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек; Обучение работодателей и работников вопросам охраны труда","4027098696","1104000000268","Действующая организация","","","",""
"1312","04.03.2011","Общество с ограниченной ответственностью \"Камчатская Технологическая Компания","Общество с ограниченной ответственностью","683015, Петропавловск-Камчатский, ул. Петропавловское шоссе, 29-42","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","4101141051","1104101006250","Действующая организация","","","",""
"1303","04.03.2011","Общество с ограниченной ответственностью \"Компания \"Эксклюзив","Общество с ограниченной ответственностью","680000, Хабаровск, ул. Дикопольцева, 10, офис 11","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","2724100885","1062724064369","Действующая организация","","","",""
"1309","04.03.2011","Общество с ограниченной ответственностью \"Лабораторно-Экспертный Центр Охраны Труда","Общество с ограниченной ответственностью","142800, Ступино, ул. Пристанционная, владение 7/2","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","5045048690","1115045000102","Действующая организация","","","",""
"1022","30.12.2010","Частное образовательное учреждение дополнительного профессионального образования \"Бизнес-эксперт","ПО Негосударственное образовательное учреждение  профессионального образоваия","443110, Самарская область, Самара, .Ново-Садовая, 44, 235, 237","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек; Проведение аттестации рабочих мест по условиям труда","6316095000","1046300571734","Действующая организация","","","",""
"1340","09.03.2011","Государственное образовательное учреждение высшего профессионального образования \"Южно-Уральский государственный университет","ВПО Негосударственное образовательное учреждение высшего профессионального образоваия","454080, Челябинск, пр-т им.В.И.Ленина,76","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек; Обучение работодателей и работников вопросам охраны труда","7453019764","1027403857568","Действующая организация","","","",""
"1326","09.03.2011","Общество с ограниченной ответственностью \"Центр Обеспечения Безопасности Труда","Общество с ограниченной ответственностью","119270, Москва, Лужнецкая набережная, д.10А","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","7701725174","5077746847437","Действующая организация","","","",""
"1289","09.03.2011","Негосударственное образовательное учреждение дополнительного образования \"Ярославский региональный Центр охраны труда для малых и средних предприятий","ПО Негосударственное образовательное учреждение  профессионального образоваия","150014, Ярославль, ул.Свободы,87а","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","7604066800","1047600409449","Исключена из реестра","","","30.01.2018","Заявление организации № в- 118069 от 26.12.2017 в соответствии с абз. 3 пункта 20 Правил, утв. приказом № 205н"
"1278","09.03.2011","Федеральное государственное бюджетное образовательное учреждение высшего профессионального образования \"Новосибирский государственный педагогический университет","ВПО Государственное образовательное учреждение высшего профессионального образоваия","630126, Новосибирск, ул. Вилюйская, 28","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек; Обучение работодателей и работников вопросам охраны труда","5405115489","1025401913558","Действующая организация","","","",""
"1343","10.03.2011","Общество с ограниченной ответственностью \"Межрегиональный центр охраны труда для малых и средних предприятий","Общество с ограниченной ответственностью","248000, Калуга, ул. Московская, 5, офис 304, 305, 306","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек; Проведение аттестации рабочих мест по условиям труда; Обучение работодателей и работников вопросам охраны труда","4027114482","1134027002207","Действующая организация","","","",""
"1362","10.03.2011","Общество с ограниченной ответственностью \"Север-Сервис","Общество с ограниченной ответственностью","693000, Южно-Сахалинск, ул. Крюкова Д.Н., оф.204","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек; Проведение аттестации рабочих мест по условиям труда","6501155567","1056500609054","Действующая организация","","","",""
"1242","09.02.2011","Федеральное государственное учреждение \"Красноярский центр стандартизации, метрологии и сертификации","Государственное бюджетное учреждение","660093, Красноярский край, Красноярск,  Вавилова, 1А,","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек; Обучение работодателей и работников вопросам охраны труда","2464019742","1022402306960","Действующая организация","","","",""
"1298","24.02.2011","Индивидуальный предприниматель Заболотная Надежда Ивановна","Общество с дополнительной ответственностью","625519, Тюменская область, д.Патрушева, , 23,","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","720306771193","309723202200036","Действующая организация","","","",""
"1314","11.03.2011","Государственное образовательное учреждение высшего профессионального образования \"Ростовский государственный строительный университет","ВПО Государственное образовательное учреждение высшего профессионального образоваия","344022, Ростов-на-Дону, ул.Социалистическая, 162","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","6163020389","1026103175559","Действующая организация","","","",""
"1341","14.03.2011","Общество с ограниченной ответственностью \"БУК","Общество с ограниченной ответственностью","603053, Нижний Новгород, проспект Бусыгина, д.56 - кв.58","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","5256095498","1105256002741","Действующая организация","","","",""
"1333","14.03.2011","Открытое акционерное общество \"Холдинговая компания \"Барнаульский станкостроительный завод","Открытое акционерное общество","656002, Барнаул, ул. Кулагина, 28","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","2224095450","1052202217539","Действующая организация","","","",""
"1346","14.03.2011","Федеральное государственное бюджетное образовательное учреждение высшего профессионального образования \"Ростовский государственный университет путей сообщения","Государственное бюджетное учреждение","344038, Ростов-на-Дону, пл.Ростовского Стрелкового Полка Народного Ополчения, 2","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек; Обучение работодателей и работников вопросам охраны труда","6165009334","1026103709499","Действующая организация","","","",""
"1297","24.02.2011","Индивидуальный предприниматель Гайкалов Сергей Николаевич","Общество с дополнительной ответственностью","350011, Краснодарский край, Краснодар, Димитрова, 48,","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","235103239450","310230917400021","Действующая организация","","","",""
"1292","15.03.2011","Государственное образовательное учреждение высшего профессионального образования \"Алтайский государственный технический университет им. И.И.Ползунова","ВПО Государственное образовательное учреждение высшего профессионального образоваия","656038, Барнаул, пр. Ленина, 46, ФПРС, каб.303 \"Г","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","2224017710","1022201517854","Действующая организация","","","",""
"1281","16.03.2011","Общество с ограниченной ответственностью \"СтройЭнергоКонтроль","Общество с ограниченной ответственностью","445022, Тольятти, ул. Мичурина, 78а, офис 4","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","6323099164","1076320013450","Исключена из реестра","","","30.01.2018","Заявление организации №№ в- 118069 от 26.12.2017 в соответствии с абз. 3 пункта 20 Правил, утв. приказом № 205н"
"1350","16.03.2011","Индивидуальный предприниматель Юраков Николай Васильевич","Общество с дополнительной ответственностью","308015, Белгородская область, Белгород,  Чапаева, 24, 44","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","312309072425","305312327800037","Действующая организация","","","",""
"1377","16.03.2011","Автономное учреждение Костромской области \"Центр охраны и условий труда","Автономная некоммерческая организация","156013, Кострома, ул. Галичская, 47А","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","4401081773","1074401010530","Действующая организация","","","",""
"1258","16.03.2011","Общество с ограниченной ответственностью \"ЭкспертКонсалтинг","Общество с ограниченной ответственностью","628400, Сургут, ул. Григория Кукуевицкого, 13","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек; Проведение аттестации рабочих мест по условиям труда","8602023585","1068602160153","Действующая организация","","","",""
"1393","09.03.2011","Индивидуальный предприниматель Поликарпов Валерий Владимирович","Общество с дополнительной ответственностью","620007, Свердловская область, Екатеринбург, Литовская, 29, 12","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","666202498306","310667203600066","Действующая организация","","","",""
"1394","17.03.2011","Общество с ограниченной ответственностью \"Фактическая оценка рабочих мест","Общество с ограниченной ответственностью","620149, Екатеринбург, ул.Серафимы Дерябиной","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","6671344240","1116671001501","Действующая организация","","","",""
"1395","17.03.2011","Общество с ограниченной ответственностью \"Юридическая компания \"Стратегия","Общество с ограниченной ответственностью","428000, Чебоксары, ул. Нижегородская, 4, офис 403","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","2124033362","1102124001649","Действующая организация","","","",""
"1355","17.03.2011","Общество с ограниченной ответственностью \"Энергоэлемент","Общество с ограниченной ответственностью","414000, Астрахань, ул.Никольская\\Ульяновых, 10\\14, оф.38","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","3015092497","1103015004400","Действующая организация","","","",""
"1409","11.03.2011","Индивидуальный предприниматель Хилько Наталья Владимировна","Общество с дополнительной ответственностью","655017, Республика Хакасия, Абакан,  Чертыгашева, 90, 16","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","190116241164","309190103000082","Действующая организация","","","",""
"1396","18.03.2011","Общество с ограниченной ответственностью Профессионально-Консультационный центр \"ПАВЛИТА","Общество с ограниченной ответственностью","194100, Санкт-Петербург, Кантемировская ул., д.7, лит Б, пом-ЗН-162","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","7802448382","1089847383724","Действующая организация","","","",""
"1397","09.03.2011","Индивидуальный прекдприниматель Клешнина Наталья Владимировна","Общество с дополнительной ответственностью","666302, Иркутская область, Саянск, микрорайон Солнечный, 3, 12","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","381401459307","306381404600020","Действующая организация","","","",""
"1376","22.03.2011","Общество с ограниченной ответственностью \"Симбирский центр сертификации","Общество с ограниченной ответственностью","423030, Ульяновск, ул. Маяковского, 38","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек; Проведение аттестации рабочих мест по условиям труда","7325050656","1047301030182","Действующая организация","","","",""
"1413","22.03.2011","Общество с ограниченной ответственностью \"Агентство недвижимости \"СТРОП","Общество с ограниченной ответственностью","403970, Камышин, ул.Комсомольская, 48, помещение 8","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","3436009769","1023404962459","Действующая организация","","","",""
"1419","15.03.2011","Общество с ограниченной ответственностью Региональный экспертный центр","Общество с ограниченной ответственностью","400131, Волгоградская область, Волгоград, Коммунистическая, 28а,","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек; Проведение аттестации рабочих мест по условиям труда","3444179450","1103444004795","Действующая организация","","","",""
"1429","24.03.2011","Общество с ограниченной ответственностью \"СОТ-Консалтинг","Общество с ограниченной ответственностью","123308, Москва, ул.Демьяна Бедного, 2, корп.2, кв.99","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","7734621318","1097746599312","Действующая организация","","","",""
"1432","24.03.2011","Автономная некоммерческая организация Аудиторский Центр по Охране Труда \"Труд Экспресс","Автономная некоммерческая организация","630052, Новосибирск, Толмачевское шоссе,43","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","5404000478","1105400003411","Действующая организация","","","",""
"1406","11.03.2011","Индивидуальный предприниматель Павлов Валерий Владимирович","Общество с дополнительной ответственностью","620042, Свердловская область, Екатеринбург, Восстания, 97, 203","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","666301486083","310667334700029","Действующая организация","","","",""
"1811","28.03.2011","Общество с ограниченной ответственностью \"Лана","Общество с ограниченной ответственностью","300026, Тула, пр-кт Ленина, д.157","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек; Проведение аттестации рабочих мест по условиям труда","7104056755","1077104001204","Действующая организация","","","",""
"1436","30.03.2011","Общество с ограниченной ответственностью \"Центр охраны труда СК","Общество с ограниченной ответственностью","355008, Ставрополь, Старомарьевское шоссе, 9В","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","2634087358","1092635012546","Действующая организация","","","",""
"1451","30.03.2011","Общество с ограниченной ответственностью \"Южно-Уральский центр охраны и экономики труда","Общество с ограниченной ответственностью","454031, Челябинск, ул. Сталеваров, д.37, кв.31","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","7450065804","1097450003848","Действующая организация","","","",""
"1442","30.03.2011","Общество с ограниченной ответственностью \"ЭВОКС АУДИТ","Общество с ограниченной ответственностью","683024, Петропавловск-Камчатский, ул. Ватутина, д.1, офис 8","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","4101086234","1024101041690","Действующая организация","","","",""
"1439","31.03.2011","Общество с ограниченной ответственностью \"Транстрейд","Общество с ограниченной ответственностью","681000, Комсомольск-на-Амуре, ул. Кирова, д.3","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек; Проведение аттестации рабочих мест по условиям труда","2703044904","1082703000863","Действующая организация","","","",""
"1473","04.04.2011","Общество с ограниченной ответственностью \"Морское Сервисное Бюро-Новороссийск","Общество с ограниченной ответственностью","353910, Новороссийск, проспект Ленина, д.9 \"А\" кв.29","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","2315132290","1072315002242","Действующая организация","","","",""
"1468","05.04.2011","Общество с ограниченной ответственностью \"Тамбовский региональный центр охраны труда","Общество с ограниченной ответственностью","392000, Тамбов, переулок Степана Разина, д.1А, оф.3","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек; Проведение аттестации рабочих мест по условиям труда","6829017166","1056882377430","Действующая организация","","","",""
