"number","date","name","form","address","types_of_service","inn","ogrn","status","date_of_changes","basis_for_entry","date_of_exclusion","basis_for_exception"
"809","14.12.2010","Негосударственное учреждение дополнительного профессионального образования \"Инженерно-консультационный центр","ПО Негосударственное образовательное учреждение  профессионального образоваия","681016, Комсомольск-на-Амуре, ул. Кирова, д.2, офис 72","Обучение работодателей и работников вопросам охраны труда","2703031060","1052700031251","Действующая организация","","","",""
"829","14.12.2010","Автономная некоммерческая организация Учебно-методический центр \"СОКРАТ","Автономная некоммерческая организация","454014, Челябинск, ул. Молодогвардейцев, д.32, оф.307","Обучение работодателей и работников вопросам охраны труда","7448121427","1097400001632","Исключена из реестра","","","29.01.2018","Заявление организации №В-118069 от 26.12.2017 в соответствии с абз. 3 пункта 20 Правил, утв. приказом № 205н"
"808","14.12.2010","Негосударственное образовательное учреждение Учебный центр \"Цитадель","ПО Негосударственное образовательное учреждение  профессионального образоваия","630092, Новосибирск, ул. Геодезическая, 2","Обучение работодателей и работников вопросам охраны труда","5403170318","1045401310096","Действующая организация","","","",""
"822","14.12.2010","Учреждение дополнительного профессионального образования и дополнительного образования Учебный центр \"Профобразование","ПО Негосударственное образовательное учреждение  профессионального образоваия","400074, Волгоградская область, Волгоград,  Баррикадная, 1, 115","Обучение работодателей и работников вопросам охраны труда","3445087481","1073400001014","Действующая организация","","","",""
"859","15.12.2010","Акционерное общество \"Центр развития строительства и подготовки кадров","Открытое акционерное общество","392000, Тамбов, ул. Советская, 191-в","Обучение работодателей и работников вопросам охраны труда","6829000028","1046882314533","Действующая организация","","","",""
"849","15.12.2010","Частное учреждение дополнительного профессионального образования \"Учебный центр \"АСОТ","ПО Негосударственное образовательное учреждение  профессионального образоваия","414056, Астрахань, ул. Савушкина, д. 43, А. Барбюса, д. 23, оф. 803,807","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек; Обучение работодателей и работников вопросам охраны труда","3018313360","1073000000424","Действующая организация","","","",""
"858","15.12.2010","Негосударственное образовательное учреждение Учебный комбинат \"Всесоюзная школа","ПО Негосударственное образовательное учреждение  профессионального образоваия","353902, Новороссийск, Сухумское шоссе, 62","Обучение работодателей и работников вопросам охраны труда","2315123360","1062315038939","Действующая организация","","","",""
"857","15.12.2010","Негосударственное образовательное учреждение дополнительного профессионального образования \"Учебный центр \"Карьера","ПО Негосударственное образовательное учреждение  профессионального образоваия","426006, Ижевск, ул. Телегина, 30, АБК","Обучение работодателей и работников вопросам охраны труда","1831133114","1091800000082","Действующая организация","","","",""
"227","14.12.2010","Частное образовательное учреждение дополнительного профессионального образования \"Учебно-методический центр \"МАРКОСС","ПО Негосударственное образовательное учреждение  профессионального образоваия","141606, Московская область, Клин, Захватаева, 4,","Обучение работодателей и работников вопросам охраны труда","5020024263","1025002593637","Действующая организация","","","",""
"819","14.12.2010","Федеральное государственное бюджетное образовательное учреждение высшего профессионального образования \"Поволжский государственный технологический университет","ВПО Государственное образовательное учреждение высшего профессионального образоваия","424000, Йошкар-Ола, пл. Ленина, д. 3","Обучение работодателей и работников вопросам охраны труда","1215021281","1021200768896","Действующая организация","","","",""
"850","15.12.2010","Автономная некоммерческая  профессиональная образовательная организация \"Бизнес-колледж \"Лидер","Автономная некоммерческая организация","692926, Приморский край, Находка,  Ленинская, 2А,","Обучение работодателей и работников вопросам охраны труда","2508125564","1162500050184","Действующая организация","","","",""
"826","14.12.2010","Автономное учреждение Курской области \"Курский областной центр охраны труда","Автономная некоммерческая организация","305009, Курск, ул. Островского, д. 8","Обучение работодателей и работников вопросам охраны труда","4632096255","1084632007613","Исключена из реестра","","","29.01.2018","Заявление организации №В-118069 от 26.12.2017 в соответствии с абз. 3 пункта 20 Правил, утв. приказом № 205н"
"821","14.12.2010","Автономная некоммерческая организация \"Университет правовых знаний и охраны труда","Автономная некоммерческая организация","625000, Тюмень, ул.Хохрякова,50","Обучение работодателей и работников вопросам охраны труда","7202134151","1057200592899","Исключена из реестра","","","29.01.2018","Заявление организации №В-118069 от 26.12.2017 в соответствии с абз. 3 пункта 20 Правил, утв. приказом № 205н"
"815","14.12.2010","Федеральное бюджетное образовательное учреждение дополнительного профессионального образования \"Учебный центр Главного управления Федеральной службы исполнения наказаний по республике Башкортостан","Государственное бюджетное учреждение","453850, Мелеуз, ул. Правды, д. 26","Обучение работодателей и работников вопросам охраны труда","263002456","1020201848567","Действующая организация","","","",""
"851","15.12.2010","Тамбовское областное государственное образовательное автономное учреждение дополнительного профессионального образования \"Институт повышения квалификации работников образования","ВПО Государственное образовательное учреждение высшего профессионального образоваия","392000, Тамбов, ул. Советская, д.108","Обучение работодателей и работников вопросам охраны труда","6831010129","1026801157019","Действующая организация","","","",""
"813","14.12.2010","Федеральное государственное образовательное учреждение высшего профессионального образования \"Бурятская государственная сельскохозяйственная академия имени В.Р.Филиппова","ВПО Государственное образовательное учреждение высшего профессионального образоваия","670024, Улан-Удэ, ул. Пушкина, 8","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек; Обучение работодателей и работников вопросам охраны труда","323049356","1020300980215","Действующая организация","","","",""
"779","10.12.2010","Федеральное государственное бюджетное научное учреждение \"Всероссийский научно-исследовательский институт механизации и информации агрохимического обеспечения сельского хозяйства","ВПО Государственное образовательное учреждение высшего профессионального образоваия","390025, Рязань, ул.Щорса, 38\\11","Обучение работодателей и работников вопросам охраны труда","6228006554","1026200949928","Действующая организация","","","",""
"853","15.12.2010","Негосударственное частное образовательное учреждение дополнительного профессионального образования \"Учебно-методический центр \"ЛЕНАВТОТРАНС","ПО Негосударственное образовательное учреждение  профессионального образоваия","197101, Санкт-Петербург, Каменноостровский пр., д. 14, лит. Б","Обучение работодателей и работников вопросам охраны труда","7825482140","1027809173919","Действующая организация","","","",""
"854","15.12.2010","Частное образовательное учреждение \"Учебный центр \"Армавиргазтруд","ПО Негосударственное образовательное учреждение  профессионального образоваия","352900, Армавир, ул. Комсомольская, д. 107","Обучение работодателей и работников вопросам охраны труда","2302063554","1102300003134","Действующая организация","","","",""
"810","14.12.2010","Частное образовательное учреждение дополнительного профессионального образования Учебно-курсовой комбинат \"Курсор","ПО Негосударственное образовательное учреждение  профессионального образоваия","450112, Уфа, ул.Кислородная,9","Обучение работодателей и работников вопросам охраны труда","277068150","1050204441154","Действующая организация","","","",""
"877","15.12.2010","Общество с ограниченной ответственностью \"Научно-технический центр \"Промбезопасность-Оренбург","Общество с ограниченной ответственностью","460038, Оренбург, ул. Дзержинского, д. 2/2","Проведение аттестации рабочих мест по условиям труда; Обучение работодателей и работников вопросам охраны труда","5610063346","1025601028056","Исключена из реестра","","","03.07.2015","Письмо от 26.06.2015 № В-56404"
"862","15.12.2010","Частное образовательное учреждениедополнительного профессионального образования \"Центр внедрения современных средств безопасности труда","ПО Негосударственное образовательное учреждение  профессионального образоваия","153040, Ивановская область, Иваново, пр.Строителей, 31,","Обучение работодателей и работников вопросам охраны труда","3702070156","1053701062150","Действующая организация","","","",""
"885","15.12.2010","Частное образовательное учреждение дополнительного профессионального образования \"Региональный учебный центр по подготовке кадров","ПО Негосударственное образовательное учреждение  профессионального образоваия","420044, Казань, Оренбургский тракт, д. 168","Обучение работодателей и работников вопросам охраны труда","1657036894","1021603144914","Действующая организация","","","",""
"844","15.12.2010","Частное учреждение дополнительного профессионального образования \"Центр подготовки кадров \"Профессионал","ПО Негосударственное образовательное учреждение  профессионального образоваия","196651, Санкт-Петербург, Колпино, пр.Ленина, 1,","Обучение работодателей и работников вопросам охраны труда","7817039720","1027808755655","Действующая организация","","","",""
"880","15.12.2010","Автономная некоммерческая организация дополнительного профессионального образования \"Учебно-курсовой комбинат","Автономная некоммерческая организация","652888, Кемеровская область, Междуреченск, Гончаренко, 2,","Обучение работодателей и работников вопросам охраны труда","4214027448","1074200003085","Действующая организация","","","",""
"843","15.12.2010","Общество с ограниченной ответственностью Учебный комбинат \"Спектор","Общество с ограниченной ответственностью","214018, Смоленск, ул. Памфилова, д. 5","Обучение работодателей и работников вопросам охраны труда","6731043096","1036758315956","Исключена из реестра","","","05.06.2014","Письмо № 30 от 26.05.2014 (прекращение деятельности)"
"861","15.12.2010","Общество с ограниченной ответственностью Учебно-курсовой комбинат \"Агрострой","Общество с ограниченной ответственностью","392000, Тамбов, ул. Московская, д. 23а","Обучение работодателей и работников вопросам охраны труда","6832028760","1026801229168","Действующая организация","","","",""
"847","15.12.2010","Негосударственное образовательное учреждение \"Независимый Учебный Центр \"Кадры","ПО Негосударственное образовательное учреждение  профессионального образоваия","443080, Самара, ул. Революционная, 70, литер 2, офис 310","Обучение работодателей и работников вопросам охраны труда","6311092580","1066300014197","Действующая организация","","","",""
"846","15.12.2010","Автономная некоммерческая организация Учебно-сертификационный Центр \"Гармония","Автономная некоммерческая организация","125445, Москва, ул. Смольная,д.24 А. офис 1324","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек; Проведение аттестации рабочих мест по условиям труда; Обучение работодателей и работников вопросам охраны труда","7743087170","1077799001510","Действующая организация","","","",""
"845","15.12.2010","Автономная некоммерческая организация Дополнительного Профессионального Образования \"Сибирский центр безопасности труда","Автономная некоммерческая организация","656023, Алтайский край, Барнаул, Э.Алексеевой, 94,","Обучение работодателей и работников вопросам охраны труда","2223605652","1152225009100","Действующая организация","","","",""
"848","15.12.2010","Автономная некоммерческая образовательная организация \"Центр промышленной безопасности, охрана труда и экологии","Автономная некоммерческая организация","652050, Юрга, ул. Строительная, 24","Обучение работодателей и работников вопросам охраны труда","4230023257","1074200003063","Действующая организация","","","",""
"804","14.12.2010","Частное образовательное учреждение дополнительного профессионального образования \"Образовательный центр Центрального ордена Трудового Красного Знамени научно-исследовательского и проектно-конструкторского института морского флота","ПО Негосударственное образовательное учреждение  профессионального образоваия","198035, Санкт-Петербург, Санкт-Петербург, Межевой канал, 3/1,","Обучение работодателей и работников вопросам охраны труда","7805209015","1027802759203","Действующая организация","","","",""
"865","15.12.2010","Негосударственное образовательное учреждение Учебный центр \"Кадры","ПО Негосударственное образовательное учреждение  профессионального образоваия","607650, Кстово, проспект Победы, 14","Обучение работодателей и работников вопросам охраны труда","5250045966","1095200000972","Действующая организация","","","",""
"894","20.12.2010","Автономная некоммерческая организация \"дополнительного профессионального образования \"Корпоративный центр новых технологий","Автономная некоммерческая организация","614002, Пермь,  а/я 2437","Обучение работодателей и работников вопросам охраны труда","5904078810","1025900891279","Действующая организация","","","",""
"896","20.12.2010","Автономная некоммерческая организация дополнительного профессионального образования Учебно-методический Центр по охране труда","Автономная некоммерческая организация","677027, Якутск,  а/я 139","Обучение работодателей и работников вопросам охраны труда","1435102874","1021401063529","Действующая организация","","","",""
"898","20.12.2010","Автономная некоммерческая организация \"Учебно-инжиниринговый центр","Автономная некоммерческая организация","454007, Челябинск, а/я 897","Обучение работодателей и работников вопросам охраны труда","7453186846","1077400003636","Действующая организация","","","",""
"909","20.12.2010","Автономная некоммерческая организация дополнительного профессионального образования \"Комплексный экспертный центр охраны труда","Автономная некоммерческая организация","109147, Москва, Москва, Воронцовская, 35Б, 614","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек; Обучение работодателей и работников вопросам охраны труда","7731181098","1037700180209","Действующая организация","","","",""
"796","10.12.2010","Автономная некоммерческая организация Научно-производственный центр сертификации персонала \"Энергия","Автономная некоммерческая организация","105082, Москва, ул. Фридриха Энгельса, д. 75, стр. 3","Обучение работодателей и работников вопросам охраны труда","7701188307","1037700242128","Действующая организация","","","",""
"776","10.12.2010","Федеральное государственное образовательное учреждение высшего профессионального образования \"Омский государственный аграрный университет","ВПО Государственное образовательное учреждение высшего профессионального образоваия","644008, Омск, Институтская площадь, д. 2","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек; Обучение работодателей и работников вопросам охраны труда","5502030791","1025500508330","Действующая организация","","","",""
"897","20.12.2010","Ассоциация некоммерческое партнерство центр аттестация рабочих мест и сертификации работ по охране труда \"Фактор","Некоммерческое партнерство","248000, Калужская область, Калуга,  Кропоткина, 4,","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек; Обучение работодателей и работников вопросам охраны труда","4027058076","1024001187341","Действующая организация","","","",""
"879","15.12.2010","Общество с ограниченной ответственностью \"Научно-производственное предприятие \"Труд Эксперт","Общество с ограниченной ответственностью","350051, Краснодар, ул. Строителей, д. 5, оф. 24","Проведение аттестации рабочих мест по условиям труда; Обучение работодателей и работников вопросам охраны труда","2310086932","1032305705222","Действующая организация","","","",""
"888","20.12.2010","Автономное образовательное учреждение дополнительного профессионального образования Воронежской области \"Центр профориентации, психологической поддержки и трудовой мобильности","Автономная некоммерческая организация","394026, Воронеж, ул. Дружинников, д. 4","Обучение работодателей и работников вопросам охраны труда","3666009700","1033600058865","Действующая организация","","","",""
"914","20.12.2010","Частное образовательное учреждение дополнительного профессионального образования и профессионального обучения \"Учебно-производственный центр","ПО Негосударственное образовательное учреждение  профессионального образоваия","346513, Шахты, ул. Федосеева, 37А","Обучение работодателей и работников вопросам охраны труда","6155922256","1036155004258","Действующая организация","","","",""
"913","20.12.2010","Федеральное государственное образовательное учреждение высшего профессионального образования \"Тверская государственная сельскохозяйственная академия","ВПО Государственное образовательное учреждение высшего профессионального образоваия","170904, Тверь, п. Сахарово, ул. Василевского, д.7","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек; Обучение работодателей и работников вопросам охраны труда","6902016151","1026900585843","Действующая организация","","","",""
"939","22.12.2010","Негосударственное учреждение дополнительного профессионального образования \"Аттестационный центр - безопасность труда","ПО Негосударственное образовательное учреждение  профессионального образоваия","164507, Архангельская область, Северодвинск, пр. Ленина, 46,  401","Проведение аттестации рабочих мест по условиям труда; Обучение работодателей и работников вопросам охраны труда","2902036383","1022900835363","Действующая организация","","","",""
"906","20.12.2010","Автономная некоммерческая организация дополнительного профессионального образования \"Учебный Центр \"Агрострой","Автономная некоммерческая организация","302016, Орел, МОПРа, д.35, пом.97","Обучение работодателей и работников вопросам охраны труда","5752052597","1105700000185","Действующая организация","","","",""
"905","20.12.2010","Открытое акционерное общество \"Центр охраны труда","Открытое акционерное общество","360000, Нальчик, ул. Кабардинская, д.19","Обучение работодателей и работников вопросам охраны труда","721063550","1090721001580","Действующая организация","","","",""
"904","20.12.2010","Негосударственное образовательное учреждение дополнительного профессионального образования (повышения квалификации) специалистов \"Центр делового образования\" Торгово-промышленной палаты Владимирской области","ПО Негосударственное образовательное учреждение  профессионального образоваия","600001, Владимир, ул. Студеная гора, 34","Обучение работодателей и работников вопросам охраны труда","3328304936","1043302000191","Действующая организация","","","",""
"910","20.12.2010","Учебно-методический центр Объединения организаций профессиональных союзов \"Федерация профсоюзов Челябинской области","ПО Негосударственное образовательное учреждение  профессионального образоваия","454091, Челябинск, ул. Свободы, д. 155","Обучение работодателей и работников вопросам охраны труда","7451016831","1027400000440","Исключена из реестра","","","10.01.2013","Прекращение деятельности"
"908","20.12.2010","Автономная некоммерческая организация Дополнительного профессионального образования \"Уральский институт непрерывного образования Общества \"Знание","Автономная некоммерческая организация","454080, Челябинск, ул. Энтузиастов, д. 15 Д, корп. 1","Обучение работодателей и работников вопросам охраны труда","7453991240","1027403895001","Действующая организация","","","",""
"916","20.12.2010","Некоммерческое партнерство\" Учебно-инженерный центр по охране труда","Некоммерческое партнерство","450081, Уфа, ул. Руставели, д. 49","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек; Проведение аттестации рабочих мест по условиям труда; Обучение работодателей и работников вопросам охраны труда","276047380","1020202854506","Действующая организация","","","",""
"926","20.12.2010","Автономная некоммерческая организация дополнительного профессионального образования \"Региональный учебный центр-Нижневартовск","Автономная некоммерческая организация","628606, Ханты-Мансийский АО, Нижневартовск, проспект Победы, 16,","Обучение работодателей и работников вопросам охраны труда","8603220040","1168600050090","Действующая организация","","","",""
"907","20.12.2010","Сахалинский топливно-энергетический техникум федерального государственного бюджетного образовательного учреждения высшего профессионального образования \"Сахалинский государственный университет","ВПО Государственное образовательное учреждение высшего профессионального образоваия","693023, Южно-Сахалинск, пр. Победы, 25а","Обучение работодателей и работников вопросам охраны труда","7710539135","1026500532145","Действующая организация","","","",""
"928","22.12.2010","Автономная некоммерческая организация по оказанию экспертных услуг \"СОЭКС-ОКА","Автономная некоммерческая организация","248000, Калуга, ул. Георгиевская, д.39, офис 325","Обучение работодателей и работников вопросам охраны труда","4027042573","1024001190630","Действующая организация","","","",""
"929","20.12.2010","Негосударственное образовательное учреждение \"Кадр-Информ","ПО Негосударственное образовательное учреждение  профессионального образоваия","614068, Пермь, ул. Кирова, 232","Обучение работодателей и работников вопросам охраны труда","5903080253","1075900005092","Действующая организация","","","",""
"927","22.12.2010","Кировское областное государственное автономное образовательное учреждение дополнительного профессионального образования \"Учебный центр управления государственной службы занятости населения Кировской области","Автономная некоммерческая организация","610000, Кировская область, Киров, Динамовский проезд, 2,","Обучение работодателей и работников вопросам охраны труда","4348000617","1024301314840","Действующая организация","","","",""
"930","22.12.2010","Частное образовательное учреждение дополнительного профессионального образования \"СТРОЙОБУЧЕНИЕ","ПО Негосударственное образовательное учреждение  профессионального образоваия","350911, Краснодарский край, Краснодар,  Трамвайная, 21,","Обучение работодателей и работников вопросам охраны труда","2312170308","1102300002936","Действующая организация","","","",""
"931","22.12.2010","Государственное бюджетное учреждение города Москвы \"Московский городской центр условий и охраны труда","Государственное бюджетное учреждение","119049, Москва, ул. Коровий вал, д.3, стр.5","Обучение работодателей и работников вопросам охраны труда","7737077872","1027739902850","Действующая организация","","","",""
"932","22.12.2010","Частное учреждение - организация дополнительного профессионального образования\"Центр охраны труда","ПО Негосударственное образовательное учреждение  профессионального образоваия","433513, Ульяновская область, Димитровград, пр.Автостроителей, 63,","Обучение работодателей и работников вопросам охраны труда","7302040764","1087300000853","Действующая организация","","","",""
"960","27.12.2010","Негосударственное честное образовательное учреждение \"Учебно-методический центр \"Меотида","ПО Негосударственное образовательное учреждение  профессионального образоваия","353500, Темрюк, ул. Володарского, д. 1А","Обучение работодателей и работников вопросам охраны труда","2352045783","1102300002771","Действующая организация","","","",""
"973","27.12.2010","Автономная некоммерческая организация дополнительного профессионального образования учебный центр \"Интеллект","Автономная некоммерческая организация","442960, Заречный, ул. Комсомольская, д.1, комн.325","Обучение работодателей и работников вопросам охраны труда","5838045908","1085800001760","Действующая организация","","","",""
"952","22.12.2010","Образовательное учреждение среднего профессионального образования \"Техникум экономики и права Московского регионального союза потребительской кооперации","ПО Негосударственное образовательное учреждение  профессионального образоваия","140009, Люберцы, Комсомольский проспект, д.6","Обучение работодателей и работников вопросам охраны труда","5027056930","1025003212189","Действующая организация","","","",""
"953","22.12.2010","Государственное образовательное учреждение \"Учебно-курсовой комбинат Оренбургского ГП \"Облжиломхоз","ВПО Государственное образовательное учреждение высшего профессионального образоваия","460006, Оренбург, ул. Орджоникидзе, д.71","Обучение работодателей и работников вопросам охраны труда","5612004635","1025601813270","Исключена из реестра","","","23.05.2014","письмо № 13 от 13.05.2014 (ликвидация организации)"
"959","27.12.2010","Негосударственное образовательное учреждение дополнительного профессионального образования \"Центр \"Знание","ПО Негосударственное образовательное учреждение  профессионального образоваия","440052, Пенза, ул. Куйбышева, д.11В, офис 20","Обучение работодателей и работников вопросам охраны труда","5836140306","1025801357537","Исключена из реестра","","","29.01.2018","Заявление организации №В-118069 от 26.12.2017 в соответствии с абз. 3 пункта 20 Правил, утв. приказом № 205н"
"949","22.12.2010","Автономная некоммерческая организациядополнительного профессионального образования \"Региональный институт повышения квалификации","Автономная некоммерческая организация","630091, Новосибирск, Юр.адрес: 630005, г.Новосибирск, ул.Ипподромская, 19","Обучение работодателей и работников вопросам охраны труда","5406596168","1155476125683","Действующая организация","","","",""
"968","27.12.2010","Частное образовательное учреждение дополнительного профессионального образования \"Инженерная Академия","ПО Негосударственное образовательное учреждение  профессионального образоваия","620075, Екатеринбург, ул. Красноармейская, 4 б","Обучение работодателей и работников вопросам охраны труда","6671154970","1046604008428","Действующая организация","","","",""
